Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 32060 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.53 |  590.0 |  20.0% |      1/6 |    194.4
[throughput]      50100 timesteps |     30.9 steps/s |  32.41 ms/step
 32070 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1400 |    1.52 |  590.0 |  20.0% |     2/16 |    164.7
 32080 |     2 |    649.63 |     9.92 |   164.51 |   475.20 |   0.1400 |    3.04 |  590.0 |  50.0% |      3/7 |    595.5
 32090 |     2 |    556.98 |     9.92 |   164.95 |   382.11 |   0.1400 |    3.03 |  590.0 |  50.0% |     8/15 |    272.5
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 32100 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1400 |    1.52 |  600.0 |  20.0% |      1/5 |    189.0
 32110 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.51 |  600.0 |  50.0% |     6/18 |    160.9
 32120 |     2 |    505.72 |     9.92 |   164.17 |   331.62 |   0.1400 |    3.05 |  600.0 |  30.0% |      1/4 |    615.7
 32130 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  600.0 |  30.0% |     5/13 |    155.1
 32140 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.53 |  600.0 |  50.0% |      0/0 |    147.8
 32150 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  600.0 |  40.0% |     6/13 |    482.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 32160 |     2 |    616.04 |    10.09 |   163.82 |   442.13 |   0.1400 |    3.05 |  590.0 |  30.0% |      0/0 |    206.7
 32170 |     2 |    649.25 |     9.92 |   166.10 |   473.22 |   0.1400 |    3.01 |  590.0 |  70.0% |      6/8 |    284.8
 32180 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1400 |    1.53 |  590.0 |  20.0% |    10/19 |    153.3
 32190 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  590.0 |  50.0% |      2/4 |    135.2
 32200 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1400 |    1.53 |  590.0 |  30.0% |     6/13 |    168.1
 32210 |     2 |    526.63 |     9.93 |   164.75 |   351.95 |   0.1400 |    3.03 |  590.0 |  40.0% |      2/4 |    261.7
 32220 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1400 |    1.53 |  590.0 |  50.0% |     6/12 |    161.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 32230 |     2 |    621.25 |     9.92 |   165.78 |   445.56 |   0.1400 |    3.02 |  580.0 |  10.0% |      0/0 |    364.0
 32240 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1400 |    1.52 |  580.0 |  30.0% |      2/9 |    140.7
 32250 |     2 |    597.71 |     9.92 |   164.12 |   423.67 |   0.1400 |    3.05 |  580.0 |  30.0% |     5/18 |    305.8
 32260 |     2 |    640.21 |     9.92 |   163.82 |   466.47 |   0.1400 |    3.05 |  580.0 |  40.0% |      2/8 |    566.6
 32270 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  580.0 |  30.0% |     7/17 |    159.0
 32280 |     2 |    545.66 |     9.92 |   164.01 |   371.72 |   0.1400 |    3.05 |  580.0 |  50.0% |      2/4 |    292.4
 32290 |     2 |    589.17 |     9.92 |   164.75 |   414.50 |   0.1400 |    3.03 |  580.0 |  20.0% |     5/17 |    595.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 570.0 m
 32300 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1400 |    1.50 |  570.0 |  30.0% |      0/5 |    177.8
 32310 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1400 |    1.52 |  570.0 |  20.0% |     2/15 |    191.9
 32320 |     2 |    646.34 |     9.93 |   164.29 |   472.12 |   0.1400 |    3.04 |  570.0 |  40.0% |      1/3 |    283.8
 32330 |     2 |    530.66 |     9.91 |   164.96 |   355.79 |   0.1400 |    3.03 |  570.0 |  60.0% |     8/15 |    228.0
[curriculum] dock rate >= 50% -> advancing to 580.0 m
 32340 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1400 |    1.53 |  580.0 |  40.0% |      0/0 |   3096.7
 32350 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  580.0 |  10.0% |     1/11 |    170.1
 32360 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.52 |  580.0 |  30.0% |      0/0 |    502.7
 32370 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.51 |  580.0 |  10.0% |     1/10 |    510.4
 32380 |     2 |    616.49 |     9.92 |   164.52 |   442.05 |   0.1400 |    3.04 |  580.0 |  20.0% |      0/0 |    640.7
 32390 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1400 |    1.51 |  580.0 |  60.0% |     7/11 |    136.7
 32400 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1400 |    1.52 |  580.0 |  50.0% |    11/19 |    164.6
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 32410 |     2 |    554.13 |     9.75 |   164.61 |   379.77 |   0.1400 |    3.04 |  590.0 |  30.0% |      1/5 |    329.0
 32420 |     2 |    563.53 |     9.92 |   164.75 |   388.86 |   0.1400 |    3.03 |  590.0 |  60.0% |     6/16 |    563.7
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 32430 |     2 |    520.55 |     9.76 |   164.08 |   346.71 |   0.1399 |    3.05 |  600.0 |  70.0% |      2/4 |    278.3
 32440 |     2 |    526.43 |     9.92 |   164.01 |   352.51 |   0.1399 |    3.05 |  600.0 |  60.0% |     6/11 |    251.3
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 32450 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  30.0% |      2/4 |    150.2
 32460 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  30.0% |     5/13 |    463.9
 32470 |     2 |    533.83 |     9.93 |   164.02 |   359.88 |   0.1399 |    3.05 |  610.0 |  60.0% |      0/0 |    273.8
 32480 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  10.0% |     4/11 |    204.3
 32490 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.50 |  610.0 |  10.0% |      0/0 |    481.8
 32500 |     2 |    591.59 |     9.93 |   164.51 |   417.15 |   0.1399 |    3.04 |  610.0 |  60.0% |      4/9 |    222.2
 32510 |     2 |    620.06 |     9.92 |   164.34 |   445.80 |   0.1399 |    3.04 |  610.0 |  70.0% |     9/17 |    272.4
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 32520 |     2 |    662.91 |     9.93 |   163.69 |   489.29 |   0.1399 |    3.05 |  620.0 |  50.0% |      3/7 |    249.4
 32530 |     2 |    529.65 |     9.92 |   164.20 |   355.53 |   0.1399 |    3.05 |  620.0 |  30.0% |     7/17 |    349.7
 32540 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.51 |  620.0 |  20.0% |      1/5 |    145.7
 32550 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  620.0 |  40.0% |     5/13 |    180.5
 32560 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1399 |    1.53 |  620.0 |  20.0% |      0/0 |    145.5
 32570 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.51 |  620.0 |  20.0% |     3/10 |    176.9
 32580 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.53 |  620.0 |  30.0% |     5/19 |    156.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 32590 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.51 |  610.0 |   0.0% |      0/6 |    200.0
 32600 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  20.0% |     1/16 |    174.3
 32610 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  30.0% |      1/4 |    149.4
 32620 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  20.0% |     5/18 |    140.6
 32630 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  40.0% |      2/6 |    176.2
 32640 |     2 |    565.56 |     9.92 |   163.56 |   392.08 |   0.1399 |    3.06 |  610.0 |  40.0% |     5/13 |    292.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 32650 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1399 |    1.51 |  600.0 |  40.0% |      0/0 |    154.5
 32660 |     2 |    564.57 |     9.92 |   163.72 |   390.92 |   0.1399 |    3.05 |  600.0 |  40.0% |     5/14 |    313.1
 32670 |     2 |    573.21 |     9.93 |   164.16 |   399.12 |   0.1399 |    3.05 |  600.0 |  20.0% |      0/0 |    342.1
 32680 |     2 |    556.43 |     9.93 |   164.54 |   381.96 |   0.1399 |    3.04 |  600.0 |  20.0% |      2/9 |    636.2
 32690 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.52 |  600.0 |  30.0% |     5/18 |    164.8
 32700 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1399 |    1.52 |  600.0 |  50.0% |      4/6 |    144.1
 32710 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  600.0 |  70.0% |     8/13 |    110.5
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 32720 |     2 |    585.15 |     9.92 |   163.67 |   411.56 |   0.1399 |    3.05 |  610.0 |  30.0% |      0/0 |    327.9
 32730 |     2 |    611.62 |     9.93 |   164.75 |   436.94 |   0.1399 |    3.03 |  610.0 |  50.0% |     4/12 |    246.2
 32740 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  50.0% |      2/4 |    158.6
 32750 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1399 |    1.52 |  610.0 |  20.0% |     4/10 |    202.7
 32760 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1399 |    1.53 |  610.0 |  40.0% |      0/0 |    195.4
 32770 |     2 |    590.40 |     9.93 |   164.56 |   415.91 |   0.1399 |    3.04 |  610.0 |  30.0% |      1/9 |    612.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 32780 |     2 |    610.21 |     9.92 |   164.44 |   435.86 |   0.1399 |    3.04 |  600.0 |  60.0% |      0/0 |    278.9
 32790 |     2 |    544.77 |     9.92 |   164.89 |   369.96 |   0.1399 |    3.03 |  600.0 |  50.0% |      4/8 |    263.6
 32800 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.50 |  600.0 |  40.0% |     9/16 |    170.0
 32810 |     2 |    505.61 |     9.92 |   164.67 |   331.02 |   0.1398 |    3.04 |  600.0 |  30.0% |      2/9 |    309.0
 32820 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  30.0% |     5/18 |    465.3
 32830 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  10.0% |      0/5 |    164.6
 32840 |     2 |    522.73 |     9.92 |   165.20 |   347.61 |   0.1398 |    3.03 |  600.0 |  70.0% |     2/11 |    198.6
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 32850 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1398 |    1.53 |  610.0 |  40.0% |      0/0 |    189.2
 32860 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  610.0 |  40.0% |      2/7 |    145.1
 32870 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1398 |    1.53 |  610.0 |  40.0% |     5/16 |    139.9
 32880 |     2 |    516.52 |     9.92 |   163.54 |   343.06 |   0.1398 |    3.06 |  610.0 |  30.0% |      1/7 |    234.4
 32890 |     2 |    591.19 |     9.92 |   163.55 |   417.71 |   0.1398 |    3.06 |  610.0 |  50.0% |     6/15 |    268.3
 32900 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1398 |    1.52 |  610.0 |  50.0% |      4/7 |    495.5
 32910 |     2 |    629.08 |     9.92 |   163.54 |   455.63 |   0.1398 |    3.06 |  610.0 |  30.0% |     6/17 |    678.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 32920 |     2 |    556.16 |    10.10 |   166.79 |   379.28 |   0.1398 |    3.00 |  600.0 |  30.0% |      1/5 |    689.1
 32930 |     2 |    590.15 |     9.92 |   164.63 |   415.61 |   0.1398 |    3.04 |  600.0 |  10.0% |     2/15 |    655.3
 32940 |     2 |    571.47 |     9.92 |   165.03 |   396.52 |   0.1398 |    3.03 |  600.0 |  50.0% |      1/2 |    235.5
 32950 |     2 |    501.99 |     9.92 |   165.26 |   326.81 |   0.1398 |    3.03 |  600.0 |  50.0% |     6/11 |    627.6
 32960 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  50.0% |    10/19 |    139.8
 32970 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  30.0% |      1/4 |    167.4
 32980 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  40.0% |     6/17 |    457.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 32990 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.51 |  590.0 |  40.0% |      1/4 |    140.0
 33000 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1398 |    1.52 |  590.0 |  70.0% |     9/15 |    152.9
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 33010 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1398 |    1.50 |  600.0 |  30.0% |      0/0 |    177.0
 33020 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  60.0% |     6/13 |    186.4
 33030 |     2 |    613.12 |     9.92 |   163.56 |   439.65 |   0.1398 |    3.06 |  600.0 |  30.0% |      0/0 |    281.9
 33040 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  20.0% |     3/10 |    154.4
 33050 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1398 |    1.52 |  600.0 |  40.0% |     6/19 |    161.5
 33060 |     2 |    506.98 |     9.92 |   164.70 |   332.36 |   0.1398 |    3.04 |  600.0 |  70.0% |      5/7 |    248.1
 33070 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1398 |    1.53 |  600.0 |  30.0% |     9/16 |    165.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 33080 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1398 |    1.53 |  590.0 |  20.0% |      1/5 |    169.9
 33090 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1398 |    1.52 |  590.0 |  60.0% |     7/17 |    718.4
 33100 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1398 |    1.51 |  590.0 |  50.0% |      2/3 |    135.1
 33110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  590.0 |  10.0% |     5/13 |    160.5
 33120 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1398 |    1.52 |  590.0 |  30.0% |      2/4 |    137.2
 33130 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1398 |    1.52 |  590.0 |  40.0% |     6/14 |    180.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 33140 |     2 |    590.74 |     9.92 |   163.84 |   416.97 |   0.1398 |    3.05 |  580.0 |  40.0% |      0/0 |    272.7
 33150 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1398 |    1.52 |  580.0 |  40.0% |     6/12 |    124.6
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 33160 |     1 |     -9.84 |    -9.84 |     0.00 |     0.00 |   0.1397 |    1.53 |  590.0 |  50.0% |      0/0 |    486.8
 33170 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1397 |    1.51 |  590.0 |  20.0% |     2/10 |    507.3
 33180 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.52 |  590.0 |  60.0% |      0/0 |    183.0
 33190 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1397 |    1.51 |  590.0 |  50.0% |      4/8 |    162.0
 33200 |     2 |    624.82 |     9.92 |   164.27 |   450.63 |   0.1397 |    3.04 |  590.0 |  80.0% |    11/18 |    271.3
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 33210 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1397 |    1.52 |  600.0 |  10.0% |      1/6 |    507.4
 33220 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.52 |  600.0 |  20.0% |     2/15 |    163.0
 33230 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.51 |  600.0 |  10.0% |      0/5 |    513.0
 33240 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1397 |    1.52 |  600.0 |  40.0% |     2/14 |    149.1
 33250 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.51 |  600.0 |  30.0% |      0/0 |    140.7
 33260 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1397 |    1.50 |  600.0 |  50.0% |     6/12 |    451.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 33270 |     1 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1397 |    1.52 |  590.0 |  20.0% |      0/0 |    491.7
 33280 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.51 |  590.0 |  30.0% |     2/10 |    151.3
 33290 |     2 |    603.74 |     9.92 |   164.34 |   429.49 |   0.1397 |    3.04 |  590.0 |  50.0% |      0/0 |    271.7
 33300 |     2 |    593.86 |     9.93 |   163.43 |   420.49 |   0.1397 |    3.06 |  590.0 |  70.0% |      5/7 |    250.9
 33310 |     2 |    483.59 |     9.92 |   164.53 |   309.14 |   0.1397 |    3.04 |  590.0 |  60.0% |    13/18 |    269.7
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 33320 |     2 |    543.59 |     9.92 |   163.64 |   370.03 |   0.1397 |    3.06 |  600.0 |  60.0% |      4/7 |    266.1
 33330 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.53 |  600.0 |  20.0% |     6/12 |    185.7
 33340 |     2 |    529.42 |     9.92 |   165.33 |   354.17 |   0.1397 |    3.02 |  600.0 |  40.0% |      3/4 |    244.2
 33350 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1397 |    1.52 |  600.0 |  40.0% |     8/16 |    132.8
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 33360 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1397 |    1.52 |  610.0 |  30.0% |      0/0 |    192.4
 33370 |     2 |    595.49 |     9.93 |   165.38 |   420.18 |   0.1397 |    3.02 |  610.0 |  50.0% |     2/12 |    234.4
 33380 |     2 |    684.62 |     9.93 |   163.67 |   511.03 |   0.1397 |    3.05 |  610.0 |  30.0% |      0/0 |    295.7
 33390 |     2 |    599.47 |     9.92 |   163.84 |   425.71 |   0.1397 |    3.05 |  610.0 |  50.0% |     5/12 |    551.0
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 33400 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.53 |  620.0 |  50.0% |      1/2 |    115.0
 33410 |     2 |    665.35 |     9.93 |   163.64 |   491.78 |   0.1397 |    3.06 |  620.0 |  60.0% |     5/11 |    659.1
 33420 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1397 |    1.52 |  620.0 |  10.0% |      0/0 |    142.9
 33430 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1397 |    1.49 |  620.0 |  40.0% |      4/8 |    176.4
 33440 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1397 |    1.53 |  620.0 |  20.0% |     6/18 |    162.1
 33450 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1397 |    1.53 |  620.0 |  30.0% |      1/5 |    186.0
 33460 |     2 |    655.87 |     9.93 |   164.11 |   481.83 |   0.1397 |    3.05 |  620.0 |  40.0% |     2/13 |    255.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 33470 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1397 |    1.51 |  610.0 |  30.0% |      2/4 |    558.0
 33480 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1397 |    1.52 |  610.0 |  40.0% |     4/13 |    128.0
 33490 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1397 |    1.53 |  610.0 |  20.0% |      0/0 |    527.0
 33500 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1397 |    1.53 |  610.0 |  30.0% |      1/9 |    132.0
 33510 |     2 |    653.51 |     9.93 |   163.74 |   479.84 |   0.1397 |    3.05 |  610.0 |  50.0% |      0/0 |    305.6
 33520 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.53 |  610.0 |  40.0% |      4/9 |    485.9
[throughput]      52104 timesteps |     30.0 steps/s |  33.28 ms/step
 33530 |     2 |    611.24 |     9.93 |   163.53 |   437.77 |   0.1396 |    3.06 |  610.0 |  30.0% |     6/17 |    269.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 33540 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.53 |  600.0 |  40.0% |      1/4 |    153.7
 33550 |     2 |    690.34 |     9.92 |   163.70 |   516.72 |   0.1396 |    3.05 |  600.0 |  40.0% |     6/17 |    286.9
 33560 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.53 |  600.0 |  30.0% |      2/5 |    171.7
 33570 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.53 |  600.0 |  40.0% |     4/14 |    166.6
 33580 |     2 |    604.30 |     9.93 |   163.71 |   430.66 |   0.1396 |    3.05 |  600.0 |  10.0% |      0/5 |    357.0
 33590 |     2 |    566.28 |     9.92 |   164.78 |   391.58 |   0.1396 |    3.03 |  600.0 |  40.0% |     4/17 |    258.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 33600 |     2 |    530.00 |    10.10 |   163.79 |   356.12 |   0.1396 |    3.05 |  590.0 |  50.0% |      2/5 |    290.3
 33610 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.52 |  590.0 |  30.0% |     6/14 |    179.8
 33620 |     2 |    608.08 |     9.92 |   163.83 |   434.32 |   0.1396 |    3.05 |  590.0 |  60.0% |      2/2 |    225.9
 33630 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.52 |  590.0 |  50.0% |     6/11 |    131.3
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 33640 |     2 |    541.46 |     9.77 |   164.59 |   367.11 |   0.1396 |    3.04 |  600.0 |  40.0% |      2/3 |    247.1
 33650 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1396 |    1.52 |  600.0 |  40.0% |     6/13 |   3139.4
 33660 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.52 |  600.0 |  30.0% |      0/2 |    108.6
 33670 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.52 |  600.0 |  50.0% |     5/12 |    168.9
 33680 |     2 |    591.92 |     9.92 |   163.51 |   418.48 |   0.1396 |    3.06 |  600.0 |  40.0% |      0/0 |    265.8
 33690 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.53 |  600.0 |  50.0% |     7/12 |    166.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 33700 |     2 |    631.05 |     9.92 |   164.35 |   456.78 |   0.1396 |    3.04 |  590.0 |  40.0% |      0/0 |    268.2
 33710 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.52 |  590.0 |  20.0% |     4/10 |    162.5
 33720 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.53 |  590.0 |  40.0% |     6/19 |    133.2
 33730 |     2 |    646.19 |     9.92 |   163.44 |   472.84 |   0.1396 |    3.06 |  590.0 |  40.0% |      2/8 |    245.7
 33740 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.52 |  590.0 |  70.0% |     7/15 |    126.2
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 33750 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.51 |  600.0 |  60.0% |      4/6 |    129.4
 33760 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.51 |  600.0 |  50.0% |    11/18 |    150.1
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 33770 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1396 |    1.52 |  610.0 |  30.0% |      0/0 |    184.3
 33780 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.53 |  610.0 |  30.0% |     3/14 |    432.8
 33790 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1396 |    1.52 |  610.0 |  50.0% |      0/0 |    158.4
 33800 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1396 |    1.52 |  610.0 |  50.0% |     5/12 |    150.1
 33810 |     2 |    609.83 |     9.93 |   164.95 |   434.95 |   0.1396 |    3.03 |  610.0 |  60.0% |     9/19 |    249.2
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 33820 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1396 |    1.52 |  620.0 |   0.0% |      0/6 |    176.5
