Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 52110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1346 |    1.52 |  680.0 |  20.0% |     5/14 |    148.4
 52120 |     2 |    601.07 |     9.94 |   163.60 |   427.54 |   0.1346 |    3.06 |  680.0 |  40.0% |      0/0 |    340.9
 52130 |     2 |    670.40 |     9.93 |   163.81 |   496.66 |   0.1346 |    3.05 |  680.0 |  10.0% |      1/5 |    345.5
 52140 |     2 |    615.38 |     9.93 |   165.08 |   440.37 |   0.1346 |    3.03 |  680.0 |  50.0% |     6/18 |    267.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 670.0 m
 52150 |     2 |    636.56 |     9.94 |   163.56 |   463.07 |   0.1346 |    3.06 |  670.0 |  60.0% |      5/7 |    274.9
 52160 |     2 |    625.49 |     9.93 |   163.52 |   452.04 |   0.1346 |    3.06 |  670.0 |  30.0% |     7/16 |    606.6
 52170 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1346 |    1.52 |  670.0 |  10.0% |      1/5 |    476.1
 52180 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1345 |    1.52 |  670.0 |  30.0% |     3/14 |    148.1
 52190 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.53 |  670.0 |  30.0% |      0/0 |    152.8
 52200 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.51 |  670.0 |  40.0% |     5/12 |    442.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 660.0 m
 52210 |     2 |    598.98 |     9.94 |   163.80 |   425.24 |   0.1345 |    3.05 |  660.0 |  40.0% |      0/0 |    606.7
 52220 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.52 |  660.0 |  50.0% |      5/8 |    152.0
 52230 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.51 |  660.0 |  30.0% |      0/0 |    162.9
 52240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.53 |  660.0 |  20.0% |     2/10 |    152.1
 52250 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.52 |  660.0 |  20.0% |     4/16 |    186.1
 52260 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.52 |  660.0 |  20.0% |      1/5 |    175.2
 52270 |     2 |    501.00 |     9.93 |   163.47 |   327.61 |   0.1345 |    3.06 |  660.0 |  30.0% |     4/19 |    258.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 650.0 m
 52280 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  40.0% |      2/4 |    136.4
 52290 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1345 |    1.53 |  650.0 |  60.0% |     9/16 |    179.1
 52300 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  10.0% |      0/4 |    131.8
 52310 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.51 |  650.0 |  40.0% |     4/14 |    151.8
 52320 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  40.0% |      0/0 |    172.1
 52330 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  30.0% |      3/9 |    173.2
 52340 |     2 |    600.83 |     9.93 |   163.51 |   427.39 |   0.1345 |    3.06 |  650.0 |  30.0% |     5/18 |    316.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 640.0 m
 52350 |     2 |    621.35 |     9.93 |   163.57 |   447.85 |   0.1345 |    3.06 |  640.0 |  40.0% |      2/8 |    552.0
 52360 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.52 |  640.0 |  60.0% |     7/15 |    122.2
[curriculum] dock rate >= 50% -> advancing to 650.0 m
 52370 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1345 |    1.51 |  650.0 |  40.0% |      4/9 |    203.1
 52380 |     2 |    555.95 |     9.94 |   164.03 |   381.99 |   0.1345 |    3.05 |  650.0 |  20.0% |     4/18 |    586.8
 52390 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  20.0% |      1/5 |    483.4
 52400 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  40.0% |     4/13 |    152.2
 52410 |     2 |    638.23 |     9.93 |   163.61 |   464.69 |   0.1345 |    3.06 |  650.0 |  30.0% |      0/0 |    323.9
 52420 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1345 |    1.53 |  650.0 |  30.0% |      3/9 |    167.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 640.0 m
 52430 |     1 |    -10.17 |   -10.17 |     0.00 |     0.00 |   0.1345 |    1.52 |  640.0 |  30.0% |      0/0 |    163.8
 52440 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1345 |    1.52 |  640.0 |  30.0% |      3/9 |    485.6
 52450 |     2 |    607.75 |     9.93 |   165.75 |   432.07 |   0.1345 |    3.02 |  640.0 |  50.0% |     4/17 |    241.4
 52460 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.52 |  640.0 |  50.0% |      4/8 |    441.7
[throughput]      78156 timesteps |     27.7 steps/s |  36.15 ms/step
 52470 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1345 |    1.51 |  640.0 |  30.0% |     8/16 |    156.1
[curriculum] dock rate >= 50% -> advancing to 650.0 m
 52480 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.51 |  650.0 |  70.0% |      5/7 |    170.7
 52490 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1345 |    1.52 |  650.0 |  60.0% |     8/13 |    121.3
[curriculum] dock rate >= 50% -> advancing to 660.0 m
 52500 |     2 |    526.35 |     9.78 |   164.71 |   351.86 |   0.1345 |    3.04 |  660.0 |  70.0% |      3/3 |    208.2
 52510 |     2 |    592.86 |     9.94 |   164.11 |   418.82 |   0.1345 |    3.05 |  660.0 |  60.0% |    10/14 |    257.2
[curriculum] dock rate >= 50% -> advancing to 670.0 m
 52520 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1345 |    1.51 |  670.0 |  20.0% |      0/4 |    175.1
 52530 |     2 |    632.29 |     9.94 |   163.98 |   458.37 |   0.1345 |    3.05 |  670.0 |  50.0% |     2/12 |    275.7
 52540 |     2 |    605.61 |     9.93 |   163.62 |   432.05 |   0.1345 |    3.06 |  670.0 |  50.0% |      3/5 |    593.2
 52550 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1344 |    1.51 |  670.0 |  10.0% |     5/16 |    189.9
 52560 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.52 |  670.0 |  30.0% |      1/3 |    152.7
 52570 |     2 |    540.65 |     9.94 |   163.77 |   366.95 |   0.1344 |    3.05 |  670.0 |  50.0% |     5/11 |    264.3
[curriculum] dock rate >= 50% -> advancing to 680.0 m
 52580 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1344 |    1.52 |  680.0 |  60.0% |      0/0 |    162.4
 52590 |     2 |    665.68 |     9.93 |   164.01 |   491.74 |   0.1344 |    3.05 |  680.0 |  40.0% |      3/8 |    284.6
 52600 |     2 |    604.40 |     9.93 |   164.86 |   429.61 |   0.1344 |    3.03 |  680.0 |  20.0% |     6/18 |    362.6
 52610 |     2 |    613.64 |     9.94 |   163.97 |   439.72 |   0.1344 |    3.05 |  680.0 |  20.0% |      0/4 |    371.0
 52620 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1344 |    1.53 |  680.0 |  40.0% |     4/16 |    108.5
 52630 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1344 |    1.52 |  680.0 |  30.0% |      1/6 |    163.5
 52640 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.51 |  680.0 |  30.0% |     4/15 |    192.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 670.0 m
 52650 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.52 |  670.0 |  30.0% |      1/4 |    141.7
 52660 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.52 |  670.0 |  20.0% |     4/14 |    153.8
 52670 |     2 |    619.63 |     9.94 |   163.99 |   445.70 |   0.1344 |    3.05 |  670.0 |  40.0% |      0/0 |    286.9
 52680 |     2 |    543.20 |     9.93 |   165.60 |   367.67 |   0.1344 |    3.02 |  670.0 |  50.0% |     6/13 |    274.6
 52690 |     2 |    601.34 |     9.93 |   164.72 |   426.68 |   0.1344 |    3.04 |  670.0 |  30.0% |      0/0 |    294.6
 52700 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1344 |    1.53 |  670.0 |  30.0% |      4/9 |    182.5
 52710 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1344 |    1.52 |  670.0 |  20.0% |     5/19 |    152.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 660.0 m
 52720 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1344 |    1.51 |  660.0 |  20.0% |      2/9 |    130.4
 52730 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.51 |  660.0 |  40.0% |     6/19 |    157.5
 52740 |     2 |    623.65 |     9.94 |   164.51 |   449.20 |   0.1344 |    3.04 |  660.0 |  50.0% |      4/5 |    280.6
 52750 |     2 |    661.95 |     9.93 |   164.75 |   487.28 |   0.1344 |    3.03 |  660.0 |  30.0% |     5/14 |    306.3
 52760 |     2 |    595.32 |     9.94 |   163.74 |   421.64 |   0.1344 |    3.05 |  660.0 |  30.0% |      2/8 |    280.4
 52770 |     2 |    574.64 |     9.94 |   163.39 |   401.30 |   0.1344 |    3.06 |  660.0 |  50.0% |     5/16 |    263.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 650.0 m
 52780 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1344 |    1.51 |  650.0 |  10.0% |      1/5 |    174.3
 52790 |     2 |    603.56 |     9.94 |   164.46 |   429.16 |   0.1344 |    3.04 |  650.0 |  20.0% |     2/16 |    634.0
 52800 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.52 |  650.0 |  30.0% |      0/2 |    114.1
 52810 |     2 |    661.81 |     9.94 |   163.55 |   488.33 |   0.1344 |    3.06 |  650.0 |  50.0% |     4/10 |    266.3
 52820 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1344 |    1.52 |  650.0 |  40.0% |      0/0 |    143.3
 52830 |     2 |    533.44 |     9.93 |   164.95 |   358.56 |   0.1344 |    3.03 |  650.0 |  30.0% |     3/10 |    341.3
 52840 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1344 |    1.53 |  650.0 |  20.0% |     5/19 |    150.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 640.0 m
 52850 |     2 |    496.19 |     9.92 |   165.06 |   321.20 |   0.1344 |    3.03 |  640.0 |  50.0% |      3/7 |    527.3
 52860 |     2 |    555.37 |     9.93 |   165.42 |   380.02 |   0.1344 |    3.02 |  640.0 |  60.0% |     9/18 |    245.8
[curriculum] dock rate >= 50% -> advancing to 650.0 m
 52870 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1344 |    1.51 |  650.0 |  30.0% |      0/0 |    200.4
 52880 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.52 |  650.0 |  30.0% |      1/9 |    158.5
 52890 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.53 |  650.0 |   0.0% |      0/0 |    188.5
 52900 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1344 |    1.52 |  650.0 |  10.0% |     1/11 |    168.5
 52910 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1344 |    1.53 |  650.0 |  40.0% |     4/19 |    162.7
 52920 |     2 |    538.21 |     9.93 |   163.84 |   364.44 |   0.1344 |    3.05 |  650.0 |  40.0% |      3/8 |    583.3
 52930 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1343 |    1.51 |  650.0 |  40.0% |     6/17 |    118.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 640.0 m
 52940 |     2 |    636.27 |     9.93 |   163.95 |   462.39 |   0.1343 |    3.05 |  640.0 |  50.0% |      3/8 |    553.4
 52950 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  50.0% |     8/17 |    138.4
 52960 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  20.0% |      2/5 |    182.9
 52970 |     2 |    564.79 |     9.93 |   164.50 |   390.35 |   0.1343 |    3.04 |  640.0 |  30.0% |     3/15 |    319.9
 52980 |     2 |    674.43 |     9.93 |   164.89 |   499.61 |   0.1343 |    3.03 |  640.0 |  60.0% |      2/3 |    248.7
 52990 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  20.0% |     5/13 |    135.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 630.0 m
 53000 |     2 |    593.91 |    10.09 |   163.60 |   420.22 |   0.1343 |    3.06 |  630.0 |  50.0% |      1/3 |    250.0
 53010 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.52 |  630.0 |  40.0% |     6/12 |    146.7
[curriculum] dock rate >= 50% -> advancing to 640.0 m
 53020 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  40.0% |      0/0 |    176.7
 53030 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  40.0% |      3/8 |    169.7
 53040 |     2 |    509.12 |     9.92 |   164.83 |   334.36 |   0.1343 |    3.03 |  640.0 |  30.0% |      0/0 |    311.4
 53050 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.50 |  640.0 |  10.0% |      2/6 |    187.2
 53060 |     2 |    613.03 |     9.94 |   165.79 |   437.30 |   0.1343 |    3.02 |  640.0 |  20.0% |     3/16 |    352.0
 53070 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1343 |    1.50 |  640.0 |  10.0% |      0/5 |    165.4
 53080 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1343 |    1.52 |  640.0 |  20.0% |     2/15 |    156.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 630.0 m
 53090 |     2 |    634.33 |    10.09 |   164.54 |   459.69 |   0.1343 |    3.04 |  630.0 |  40.0% |      1/4 |   3969.9
 53100 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.53 |  630.0 |  40.0% |     4/12 |    130.7
 53110 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.51 |  630.0 |  20.0% |      0/0 |    141.3
 53120 |     2 |    660.22 |     9.94 |   164.08 |   486.20 |   0.1343 |    3.05 |  630.0 |  30.0% |     3/10 |    323.7
 53130 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1343 |    1.52 |  630.0 |  50.0% |      0/0 |    165.0
 53140 |     2 |    584.84 |     9.93 |   164.05 |   410.86 |   0.1343 |    3.05 |  630.0 |  20.0% |      1/5 |    345.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 620.0 m
 53150 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1343 |    1.53 |  620.0 |  20.0% |      0/0 |    168.8
 53160 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1343 |    1.52 |  620.0 |  20.0% |     2/10 |    155.9
 53170 |     2 |    527.38 |     9.92 |   163.69 |   353.76 |   0.1343 |    3.05 |  620.0 |  70.0% |     5/16 |    206.7
 53180 |     2 |    615.41 |     9.93 |   164.13 |   441.36 |   0.1343 |    3.05 |  620.0 |  40.0% |      3/9 |    318.6
 53190 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1343 |    1.52 |  620.0 |  10.0% |     5/18 |    144.6
 53200 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1343 |    1.52 |  620.0 |  30.0% |      1/5 |    484.8
 53210 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.52 |  620.0 |  30.0% |     3/14 |    143.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 53220 |     2 |    573.51 |     9.93 |   163.44 |   400.14 |   0.1343 |    3.06 |  610.0 |  40.0% |      0/0 |    282.3
 53230 |     2 |    691.67 |     9.92 |   164.76 |   516.98 |   0.1343 |    3.03 |  610.0 |  50.0% |     6/12 |    574.4
 53240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.51 |  610.0 |  30.0% |      0/0 |    141.5
 53250 |     2 |    681.94 |     9.93 |   164.44 |   507.57 |   0.1343 |    3.04 |  610.0 |  30.0% |     3/12 |    221.6
 53260 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.52 |  610.0 |  70.0% |      0/0 |    110.8
 53270 |     2 |    602.23 |     9.94 |   163.62 |   428.68 |   0.1343 |    3.06 |  610.0 |  50.0% |     6/12 |    234.5
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 53280 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1343 |    1.52 |  620.0 |  50.0% |      0/0 |    152.3
 53290 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1343 |    1.51 |  620.0 |  40.0% |     4/11 |    137.5
 53300 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1342 |    1.53 |  620.0 |  30.0% |     7/17 |    205.7
 53310 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.51 |  620.0 |  30.0% |      3/7 |    431.6
 53320 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1342 |    1.51 |  620.0 |  50.0% |     7/15 |    142.6
 53330 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  620.0 |  30.0% |      1/5 |    166.3
 53340 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  620.0 |  40.0% |     5/17 |    124.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 53350 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.52 |  610.0 |  50.0% |      1/3 |    119.8
 53360 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  610.0 |  60.0% |     9/16 |    195.9
 53370 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.51 |  610.0 |  10.0% |      0/0 |    176.4
 53380 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.53 |  610.0 |  50.0% |     5/13 |    170.3
 53390 |     2 |    589.89 |     9.92 |   164.09 |   415.88 |   0.1342 |    3.05 |  610.0 |  40.0% |      0/0 |    269.0
 53400 |     2 |    552.53 |     9.92 |   164.48 |   378.13 |   0.1342 |    3.04 |  610.0 |  50.0% |     6/12 |    235.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 53410 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1342 |    1.52 |  600.0 |  20.0% |      0/0 |    735.5
 53420 |     2 |    560.09 |     9.92 |   164.60 |   385.56 |   0.1342 |    3.04 |  600.0 |  30.0% |      2/9 |    287.6
 53430 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.52 |  600.0 |  40.0% |      0/0 |    157.6
 53440 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  600.0 |  40.0% |      2/8 |    110.3
 53450 |     2 |    633.82 |     9.93 |   163.44 |   460.45 |   0.1342 |    3.06 |  600.0 |  40.0% |     6/18 |    325.6
 53460 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.51 |  600.0 |  20.0% |      1/5 |    158.3
 53470 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  600.0 |  60.0% |     8/17 |    206.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 53480 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  590.0 |   0.0% |      0/4 |    131.1
 53490 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.52 |  590.0 |  40.0% |     4/12 |    157.4
 53500 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.51 |  590.0 |  40.0% |      0/0 |    146.2
 53510 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1342 |    1.52 |  590.0 |  20.0% |     3/10 |    142.7
 53520 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1342 |    1.52 |  590.0 |  50.0% |      0/0 |    141.1
 53530 |     2 |    657.17 |     9.92 |   163.50 |   483.76 |   0.1342 |    3.06 |  590.0 |  60.0% |      4/7 |    253.1
 53540 |     2 |    612.94 |     9.92 |   164.08 |   438.93 |   0.1342 |    3.05 |  590.0 |  30.0% |     7/16 |    324.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 53550 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1342 |    1.52 |  580.0 |  50.0% |      4/8 |    126.4
 53560 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.52 |  580.0 |  60.0% |    11/19 |    168.1
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 53570 |     2 |    625.61 |     9.76 |   163.70 |   452.16 |   0.1342 |    3.05 |  590.0 |  40.0% |      1/3 |    265.4
 53580 |     2 |    583.10 |     9.93 |   163.70 |   409.47 |   0.1342 |    3.05 |  590.0 |  40.0% |     5/12 |    289.1
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 53590 |     1 |     -9.84 |    -9.84 |     0.00 |     0.00 |   0.1342 |    1.52 |  600.0 |  60.0% |      0/0 |    447.5
 53600 |     2 |    581.21 |     9.93 |   164.46 |   406.82 |   0.1342 |    3.04 |  600.0 |  50.0% |      3/7 |    237.6
 53610 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.53 |  600.0 |  40.0% |      0/0 |    117.6
 53620 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1342 |    1.53 |  600.0 |  40.0% |      5/9 |    185.5
 53630 |     2 |    646.23 |     9.92 |   163.53 |   472.77 |   0.1342 |    3.06 |  600.0 |  60.0% |      0/0 |    256.8
 53640 |     2 |    549.35 |     9.92 |   164.27 |   375.16 |   0.1342 |    3.04 |  600.0 |  40.0% |      3/8 |    247.5
 53650 |     2 |    639.24 |     9.93 |   164.54 |   464.78 |   0.1341 |    3.04 |  600.0 |  60.0% |     9/19 |    560.9
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 53660 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1341 |    1.52 |  610.0 |  20.0% |      1/5 |    499.5
 53670 |     2 |    510.47 |     9.92 |   164.75 |   335.80 |   0.1341 |    3.03 |  610.0 |  40.0% |     3/14 |    291.5
 53680 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1341 |    1.53 |  610.0 |  30.0% |      0/0 |    172.1
 53690 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1341 |    1.52 |  610.0 |  20.0% |     2/10 |    187.5
 53700 |     2 |    676.30 |     9.92 |   165.10 |   501.28 |   0.1341 |    3.03 |  610.0 |  30.0% |      2/3 |    254.2
 53710 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1341 |    1.52 |  610.0 |  20.0% |     5/13 |    149.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 53720 |     2 |    562.70 |     9.92 |   164.25 |   388.53 |   0.1341 |    3.04 |  600.0 |  40.0% |      0/0 |    574.1
